drug_name,generic_name,dosage_form,shortage_reason,start_date,end_date,status,company,source_url,scraped_at
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,Shortage of an active ingredient,10/12/2022,,Current,"Lannett Company, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616526
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,Amneal Pharmaceuticals,Unavailable,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616549
Carboplatin Injection,Carboplatin Injection,Injection,Discontinuation of the manufacture of the drug | Demand increase for the drug,04/28/2023,,Current,Gland Pharma Limited,Limited Availability,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616567
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,,07/14/2023,,Current,"Lannett Company, Inc.",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616586
Amino Acid Injection,Amino Acid Injection,Injection,Shortage of an active ingredient,12/08/2020,,Current,Otsuka ICU Medical LLC,Unavailable,Gastroenterology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616603
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,"Elite Laboratories, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616621
Desonide Cream,Desonide Cream,Cream,,05/28/2025,,To Be Discontinued,"Actavis Pharma, Inc.",,Dermatology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616645
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,"Solco Healthcare US, LLC",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616671
Methotrexate Injection,Methotrexate Injection,Injection,,08/29/2025,,To Be Discontinued,"Assertio Specialty Pharmaceuticals, LLC",,Rheumatology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616689
Carboplatin Injection,Carboplatin Injection,Injection,,04/28/2023,,Current,"Hospira, Inc., a Pfizer Company",Available,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616706
Meperidine Hydrochloride Injection,Meperidine Hydrochloride Injection,Injection,,05/30/2025,,Current,"Hospira, Inc., a Pfizer Company",Unavailable,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616725
Clonazepam Tablet,Clonazepam Tablet,Tablet,Requirements related to complying with good manufacturing practices,03/10/2023,,Current,Accord Healthcare Inc.,Available,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.616740
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,"Mylan Pharmaceuticals Inc., a Viatris Company",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616759
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,Demand increase for the drug,04/10/2020,,Current,Eugia US LLC,Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616779
"Lisdexamfetamine Dimesylate Tablet, Chewable","Lisdexamfetamine Dimesylate Tablet, Chewable","Tablet, Chewable",,07/14/2023,,Current,Takeda Pharmaceuticals USA Inc.,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616802
Methotrexate Sodium Injection,Methotrexate Sodium Injection,Injection,Demand increase for the drug,03/13/2023,,Current,"Fresenius Kabi USA, LLC",Available,"Rheumatology, Oncology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616821
Amino Acid Injection,Amino Acid Injection,Injection,Shortage of an active ingredient,12/08/2020,,Current,Otsuka ICU Medical LLC,Available,Gastroenterology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616839
Methotrexate Sodium Injection,Methotrexate Sodium Injection,Injection,,03/13/2023,,Current,"Teva Pharmaceuticals USA, Inc.",Limited Availability,"Rheumatology, Oncology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616864
Cobicistat Tablet,Cobicistat Tablet,Tablet,,10/07/2025,,To Be Discontinued,"Gilead Sciences, Inc.",,Antiviral,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616881
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,SpecGx LLC,Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616906
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,,04/10/2020,,Current,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616927
"Lisdexamfetamine Dimesylate Tablet, Chewable","Lisdexamfetamine Dimesylate Tablet, Chewable","Tablet, Chewable",,07/14/2023,,Current,Novadoz Pharmaceuticals LLC,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616946
Pemetrexed Ditromethamine Injection,Pemetrexed Ditromethamine Injection,Injection,,07/17/2025,,To Be Discontinued,Pfizer Inc.,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616965
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,,04/10/2020,,Current,Baxter Healthcare,Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.616984
Naltrexone Hydrochloride Tablet,Naltrexone Hydrochloride Tablet,Tablet,,02/29/2024,,Resolved,Accord Healthcare Inc.,,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617002
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617027
Morphine Sulfate Injection,Morphine Sulfate Injection,Injection,Demand increase for the drug,11/03/2017,,Current,"Hikma Pharmaceuticals USA, Inc.",Available,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617046
Ethinyl Estradiol; Etonogestrel Ring,Ethinyl Estradiol; Etonogestrel Ring,Ring,,06/16/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Reproductive,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617065
Midazolam Hydrochloride Injection,Midazolam Hydrochloride Injection,Injection,Demand increase for the drug,04/02/2020,,Current,"Hikma Pharmaceuticals USA, Inc.",Available,"Anesthesia, Neurology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617088
Midazolam Hydrochloride Injection,Midazolam Hydrochloride Injection,Injection,,04/02/2020,,Current,WG Critical Care,Available,"Anesthesia, Neurology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617113
Clonazepam Tablet,Clonazepam Tablet,Tablet,Requirements related to complying with good manufacturing practices,03/10/2023,,Current,Accord Healthcare Inc.,Available,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.617127
Metoprolol Tartrate Tablet,Metoprolol Tartrate Tablet,Tablet,,06/03/2025,,To Be Discontinued,Aurobindo Pharma USA,,Cardiovascular,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.617144
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,,04/10/2020,,Current,Gland Pharma Limited,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617162
"Methylphenidate Hydrochloride Tablet, Extended Release","Methylphenidate Hydrochloride Tablet, Extended Release",Tablet,,07/26/2023,,Current,Janssen Pharmaceuticals,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617183
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,Tablet,,06/13/2025,,To Be Discontinued,Torrent Pharma Inc.,,Cardiovascular,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.617196
"Methylphenidate Film, Extended Release","Methylphenidate Film, Extended Release","Film, Extended Release",,02/28/2025,,Current,"Noven Pharmaceuticals, Inc.",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617215
Morphine Sulfate Injection,Morphine Sulfate Injection,Injection,Demand increase for the drug,10/31/2017,,Current,"Fresenius Kabi USA, LLC",Available,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617233
Clonazepam Tablet,Clonazepam Tablet,Tablet,,03/10/2023,,Current,Aurobindo Pharma USA,Available,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.617251
Morphine Sulfate Injection,Morphine Sulfate Injection,Injection,,10/31/2017,,Current,Piramal Critical Care Inc.,Available,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617272
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,Discontinuation of the manufacture of the drug | Demand increase for the drug,02/14/2022,,Current,Baxter Healthcare,Available,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617290
Methylprednisolone Acetate Injection,Methylprednisolone Acetate Injection,Injection,,12/15/2021,,Current,Pfizer Inc.,Available,Rheumatology,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.617308
"Divalproex Sodium Tablet, Delayed Release","Divalproex Sodium Tablet, Delayed Release",Tablet,,04/28/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,Neurology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617326
"Methylphenidate Hydrochloride Tablet, Extended Release","Methylphenidate Hydrochloride Tablet, Extended Release",Tablet,Shortage of an active ingredient,07/26/2023,,Current,"Lannett Company, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617344
Naltrexone Hydrochloride Tablet,Naltrexone Hydrochloride Tablet,Tablet,,02/29/2024,,Resolved,"Sun Pharmaceutical Industries, Inc.",,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617362
Dexamethasone Sodium Phosphate Injection,Dexamethasone Sodium Phosphate Injection,Injection,Demand increase for the drug,02/08/2019,,Current,"Fresenius Kabi USA, LLC",Unavailable,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617385
Morphine Sulfate Injection,Morphine Sulfate Injection,Injection,,10/31/2017,,Current,"Hospira, Inc., a Pfizer Company",Limited Availability,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617404
Dextrose Monohydrate 50% Injection,Dextrose Monohydrate 50% Injection,Injection,,11/07/2025,,To Be Discontinued,"Hospira, Inc., a Pfizer Company",,"Endocrinology/Metabolism, Gastroenterology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617422
Midodrine Hydrochloride Tablet,Midodrine Hydrochloride Tablet,Tablet,,04/28/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617439
Dobutamine Hydrochloride Injection,Dobutamine Hydrochloride Injection,Injection,,11/06/2017,,Current,"Hospira, Inc., a Pfizer Company",Unavailable,"Cardiovascular, Pediatric, Renal",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617457
Midazolam Hydrochloride Injection,Midazolam Hydrochloride Injection,Injection,,04/02/2020,,Current,Gland Pharma Limited,Available,"Anesthesia, Neurology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617474
Atazanavir Sulfate Capsule,Atazanavir Sulfate Capsule,Capsule,,06/04/2025,,To Be Discontinued,Bristol Myers Squibb Co.,,Antiviral,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617496
Everolimus Tablet,Everolimus Tablet,Tablet,,03/02/2026,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Transplant,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617515
"Potassium Chloride Tablet, Extended Release","Potassium Chloride Tablet, Extended Release",Tablet,,11/21/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,"Endocrinology/Metabolism, Gastroenterology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617536
Haloperidol Decanoate Injection,Haloperidol Decanoate Injection,Injection,,04/07/2025,,To Be Discontinued,Janssen Pharmaceuticals,,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617555
Anagrelide Hydrochloride Capsule,Anagrelide Hydrochloride Capsule,Capsule,,11/19/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Hematology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617572
Hydrocortisone Cream,Hydrocortisone Cream,Cream,,03/24/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Dermatology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617589
Pramlintide Acetate Injection,Pramlintide Acetate Injection,Injection,,10/27/2025,,To Be Discontinued,AstraZeneca AB,,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617606
Phenoxybenzamine Hydrochloride Capsule,Phenoxybenzamine Hydrochloride Capsule,Capsule,,12/01/2025,,To Be Discontinued,Advanz Pharma (US) Corp.,,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617624
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,Discontinuation of the manufacture of the drug | Demand increase for the drug,02/14/2022,,Current,Baxter Healthcare,Available,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617642
Paricalcitol Capsule,Paricalcitol Capsule,Capsule,,10/07/2025,,To Be Discontinued,AbbVie Inc.,,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617664
Esterified Estrogens Tablet,Esterified Estrogens Tablet,Tablet,,07/29/2025,,To Be Discontinued,Pfizer Inc.,,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617681
Naltrexone Hydrochloride Tablet,Naltrexone Hydrochloride Tablet,Tablet,,02/29/2024,,Resolved,"Sun Pharmaceutical Industries, Inc.",,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617697
Etomidate Injection,Etomidate Injection,Injection,,10/05/2022,,Current,"Mylan Institutional, a Viatris Company",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617714
Nilutamide Tablet,Nilutamide Tablet,Tablet,,12/01/2025,,To Be Discontinued,Advanz Pharma (US) Corp.,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617730
Quinapril Hydrochloride Tablet,Quinapril Hydrochloride Tablet,Tablet,Shortage of an active ingredient,01/19/2023,,Current,"Solco Healthcare US, LLC",Unavailable,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617746
Dopamine Hydrochloride Injection,Dopamine Hydrochloride Injection,Injection,,11/06/2017,,Current,"Hospira, Inc., a Pfizer Company",Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617764
Phenobarbital Tablet,Phenobarbital Tablet,Tablet,,10/31/2025,,To Be Discontinued,"Endo Pharmaceuticals, Inc.",,"Analgesia/Addiction, Neurology, Other",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617783
Fentanyl Citrate Injection,Fentanyl Citrate Injection,Injection,Demand increase for the drug,12/20/2023,,Current,"Hikma Pharmaceuticals USA, Inc.",Unavailable,"Analgesia/Addiction, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617800
Oxybutynin Chloride Tablet,Oxybutynin Chloride Tablet,Tablet,,05/14/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,Renal,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617818
Furosemide Injection,Furosemide Injection,Injection,,04/07/2020,,Current,"Avet Pharmaceuticals, Inc.",Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.617830
Omeprazole Delayed Release Capsule,Omeprazole Delayed Release Capsule,Capsule,,10/09/2025,,To Be Discontinued,Sandoz Inc.,,Gastroenterology,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.617845
Quinapril Hydrochloride Tablet,Quinapril Hydrochloride Tablet,Tablet,,10/01/2025,,To Be Discontinued,Pfizer Inc.,,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617862
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Limited Availability,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617888
Ampicillin Sodium Injection,Ampicillin Sodium Injection,Injection,,12/08/2025,,To Be Discontinued,Sandoz Inc.,,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617906
Fondaparinux Sodium Injection,Fondaparinux Sodium Injection,Injection,,09/29/2025,,To Be Discontinued,"Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",,Hematology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617924
Pemetrexed Disodium Injection,Pemetrexed Disodium Injection,Injection,,10/10/2025,,To Be Discontinued,Sandoz Inc.,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617941
Furosemide Injection,Furosemide Injection,Injection,,04/07/2020,,Current,"Avet Pharmaceuticals, Inc.",Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.617953
Pindolol Tablet,Pindolol Tablet,Tablet,,01/30/2026,,To Be Discontinued,"Sun Pharmaceutical Industries, Inc.",,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617974
Sterile Water Injection,Sterile Water Injection,Injection,,11/23/2021,,Current,"Hospira, Inc., a Pfizer Company",Available,Other,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.617991
"Guanfacine Hydrochloride Tablet, Extended Release","Guanfacine Hydrochloride Tablet, Extended Release",Tablet,,11/13/2025,,To Be Discontinued,"Actavis Pharma, Inc.",,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618009
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,,03/23/2018,,Current,"Somerset Therapeutics, LLC",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618027
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,,10/12/2022,,Current,Granules Pharmaceuticals Inc.,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618050
Sodium Acetate Injection,Sodium Acetate Injection,Injection,,03/23/2016,,Current,Milla Pharmaceuticals,Available,Total Parenteral Nutrition,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618072
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Demand increase for the drug,02/22/2012,,Current,"Fresenius Kabi USA, LLC",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618101
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,03/23/2018,,Current,"Fresenius Kabi USA, LLC",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618119
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,,12/22/2020,,Current,"Caplin Steriles, Ltd.",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618139
Fentanyl Citrate Injection,Fentanyl Citrate Injection,Injection,,01/01/2012,,Current,"Hospira, Inc., a Pfizer Company",Available,"Analgesia/Addiction, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618162
"Propafenone Hydrochloride Capsule, Extended Release","Propafenone Hydrochloride Capsule, Extended Release","Capsule, Extended Release",,05/14/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618181
Homatropine Methylbromide and Hydrocodone Bitartrate Syrup,Homatropine Methylbromide and Hydrocodone Bitartrate Syrup,Syrup,,09/11/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.618198
Quinapril Hydrochloride Tablet,Quinapril Hydrochloride Tablet,Tablet,,01/19/2023,,Current,Chartwell Molecular Holdings LLC,Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618216
Hydromorphone Hydrochloride Injection,Hydromorphone Hydrochloride Injection,Injection,,11/01/2017,,Current,"Teva Pharmaceuticals USA, Inc.",Available,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618235
Quinapril/Hydrochlorothiazide Tablet,Quinapril/Hydrochlorothiazide Tablet,Tablet,,01/19/2023,,Current,Chartwell Molecular Holdings LLC,Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.618247
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,Demand increase for the drug,03/23/2018,,Current,Eugia US LLC,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618272
"Fluvastatin Sodium Tablet, Extended Release","Fluvastatin Sodium Tablet, Extended Release",Tablet,,01/27/2026,,To Be Discontinued,Sandoz Inc.,,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618290
Quinapril Hydrochloride Tablet,Quinapril Hydrochloride Tablet,Tablet,Requirements related to complying with good manufacturing practices,01/19/2023,,Current,"Lupin Pharmaceuticals, Inc.",Unavailable,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618307
Itraconazole Capsule,Itraconazole Capsule,Capsule,,02/27/2026,,To Be Discontinued,Janssen Pharmaceuticals,,"Anti-Infective, Other",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618325
Rocuronium Bromide Injection,Rocuronium Bromide Injection,Injection,Delay in shipping of the drug,02/15/2023,,Current,"Fresenius Kabi USA, LLC",Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618342
Ketorolac Tromethamine Injection,Ketorolac Tromethamine Injection,Injection,,03/26/2018,,Current,Sagent Pharmaceuticals,Available,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618360
Rifampin Capsule,Rifampin Capsule,Capsule,Discontinuation of the manufacture of the drug,12/22/2021,,Current,"Epic Pharma, LLC",Available,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618379
Sodium Bicarbonate Injection,Sodium Bicarbonate Injection,Injection,Discontinuation of the manufacture of the drug,11/07/2025,,To Be Discontinued,"Hospira, Inc., a Pfizer Company",,"Endocrinology/Metabolism, Gastroenterology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618397
Furosemide Injection,Furosemide Injection,Injection,,04/07/2020,,Current,"Meitheal Pharmaceuticals, Inc.",Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.618411
Atropine Sulfate Injection,Atropine Sulfate Injection,Injection,,01/01/2012,,Current,"Fresenius Kabi USA, LLC",Available,"Anesthesia, Neurology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618428
Ketorolac Tromethamine Injection,Ketorolac Tromethamine Injection,Injection,Delay in shipping of the drug,03/23/2018,,Current,"Fresenius Kabi USA, LLC",Unavailable,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618446
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,,12/22/2020,,Current,"Caplin Steriles, Ltd.",Limited Availability,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618464
Lactated Ringers Injection,Lactated Ringers Injection,Injection,,10/11/2024,,Resolved,Baxter Healthcare,,"Endocrinology/Metabolism, Gastroenterology, Other",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618486
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,03/23/2018,,Current,"Fresenius Kabi USA, LLC",Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618503
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,02/20/2018,,Current,"Fresenius Kabi USA, LLC",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618521
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,,02/22/2012,,Current,Sintetica US,Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618538
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,,02/20/2018,,Current,"Hospira, Inc., a Pfizer Company",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618555
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,,11/01/2023,,Current,Apotex Corp.,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618576
Triazolam Tablet,Triazolam Tablet,Tablet,,09/29/2025,,To Be Discontinued,Pfizer Inc.,,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618592
